CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
635,France,Female,49,9,0.0,1,1,0,142969.86,1
552,France,Male,35,4,124771.6,2,1,1,181419.29,0
615,Germany,Female,38,2,81734.25,3,1,0,19332.79,0
738,France,Male,35,1,160773.21,2,1,0,67726.52,1
791,France,Male,25,6,74097.56,1,1,1,177730.71,0
836,Germany,Female,33,1,166903.61,2,0,0,109411.0,0
700,France,Male,36,3,173707.21,2,1,1,42274.32,0
674,Germany,Male,41,6,159605.96,2,0,1,42262.47,0
693,Spain,Female,46,4,95610.82,1,1,0,154144.58,1
833,France,Male,37,9,237448.12,1,1,0,40012.15,0
699,Spain,Male,37,7,112895.91,2,1,1,104557.35,0
658,Spain,Female,21,1,0.0,2,0,1,44445.19,0
624,Spain,Female,46,8,103852.81,3,1,1,49574.05,1
635,Germany,Male,32,10,46252.14,1,0,1,85484.01,0
687,Germany,Male,48,2,172343.81,2,1,1,32435.95,0
579,Germany,Female,54,3,0.0,1,1,0,135272.7,1
590,Germany,Male,38,4,0.0,2,0,0,41563.14,0
644,France,Male,29,4,165296.76,2,1,0,152882.61,0
607,Spain,Male,40,5,136372.71,1,1,1,109048.57,0
707,Germany,Female,44,9,69017.6,1,1,1,75833.99,0
714,Spain,Male,37,7,87263.93,2,1,1,126705.86,0
675,France,Male,34,9,0.0,2,0,0,87448.14,0
697,France,Male,46,3,98943.68,2,0,0,25674.47,0
661,Germany,Male,45,5,0.0,1,0,1,68730.14,0
350,Germany,Female,36,1,0.0,3,0,0,109687.7,1
567,France,Male,22,3,74315.82,2,1,0,29806.97,0
717,France,Male,45,6,89517.16,1,0,1,149146.53,0
570,France,Male,32,1,168199.03,2,1,0,77726.55,0
731,Germany,Female,42,10,102172.98,1,1,1,48909.74,0
737,France,Female,42,2,0.0,2,1,0,11529.73,0
625,Spain,Female,19,1,75321.86,2,1,0,26136.62,0
594,France,Male,41,8,0.0,1,1,1,55083.25,0
651,France,Male,46,0,82463.1,1,0,1,79724.13,0
646,France,Male,47,3,0.0,1,0,0,39128.68,0
710,Germany,Male,41,2,114344.68,1,0,0,113546.92,0
428,France,Female,18,7,215659.96,3,0,0,46934.93,0
580,Germany,Female,54,9,83153.37,2,0,1,191386.13,0
554,Spain,Male,45,2,184434.12,1,1,0,117311.84,0
411,France,Female,27,4,0.0,1,1,1,161358.22,0
603,Germany,Female,31,5,148506.09,1,0,1,90146.28,1
508,France,Male,43,7,0.0,2,1,1,48927.48,0
613,France,Female,47,3,0.0,1,0,0,95415.52,0
604,France,Male,35,5,49405.74,1,1,0,88340.69,0
693,France,Male,49,5,0.0,3,1,1,128495.11,1
626,Germany,Male,20,0,26043.72,2,1,0,183017.83,0
489,Germany,Female,29,6,100107.68,2,1,0,55072.65,1
683,Germany,Female,18,6,161971.83,1,0,1,28344.12,0
850,Germany,Male,30,10,133472.8,1,1,1,145906.63,0
752,Germany,Female,57,5,40834.6,2,1,1,10074.56,0
715,France,Male,63,9,6283.91,2,0,1,160974.49,0
631,France,Male,43,3,130841.12,2,1,1,148298.73,0
603,France,Male,33,7,187222.34,2,0,0,166902.85,1
597,Germany,Female,38,9,54874.81,1,0,1,27218.6,0
673,Spain,Female,45,1,214065.01,2,0,0,48704.85,0
542,France,Male,23,6,104662.35,1,1,0,114813.75,0
671,Germany,Female,34,10,3147.94,1,0,1,72186.67,0
587,Spain,Female,56,6,23834.22,2,0,1,170707.9,0
487,Spain,Female,28,9,145037.36,1,1,1,97084.11,0
586,Germany,Male,32,4,111737.54,1,0,0,91602.18,1
769,Germany,Female,40,9,182075.49,1,1,1,45102.87,0
663,Germany,Male,43,6,42697.51,1,0,0,116784.92,1
350,Spain,Male,33,5,111161.73,2,1,0,75730.14,0
586,France,Male,41,2,105351.58,3,1,0,95600.86,0
736,Spain,Female,47,1,97563.24,1,1,0,61545.98,1
622,France,Female,62,3,85104.42,1,0,0,125681.58,1
700,Spain,Female,39,8,86139.63,2,1,0,169231.93,0
612,France,Female,40,5,114081.58,1,1,0,13905.52,0
667,France,Female,57,4,120734.21,2,1,1,53874.08,1
653,France,Female,34,5,118133.79,1,0,0,138696.12,0
589,France,Female,25,3,0.0,2,1,0,144261.47,0
704,France,Female,43,8,0.0,1,1,0,65912.39,1
795,France,Female,52,4,10792.46,2,1,0,64374.72,0
687,France,Female,44,5,157882.18,2,0,1,151894.28,0
660,France,Male,39,6,55936.7,1,1,1,116088.22,0
570,Spain,Male,24,7,85267.26,1,0,0,83900.1,0
739,Spain,Female,39,3,73170.82,2,1,0,20530.67,0
601,Germany,Male,54,0,72057.36,4,1,1,134073.49,1
703,France,Female,26,7,29170.27,2,1,1,65659.34,0
722,France,Female,37,6,75384.57,1,1,1,119647.6,0
744,Spain,Female,36,7,138765.22,2,1,1,147252.62,0
746,France,Female,32,5,104795.57,1,1,0,98021.92,1
742,France,Male,43,5,0.0,2,0,1,58122.2,1
531,Spain,Male,45,10,0.0,2,0,0,50688.94,0
568,Spain,Female,45,0,151947.99,1,1,0,143934.72,0
520,France,Female,29,1,78565.18,2,1,0,179393.09,1
513,Germany,Male,22,10,0.0,2,0,1,196195.23,0
795,France,Female,43,9,121464.44,1,0,0,162621.26,0
556,Spain,Male,34,4,144904.01,2,1,1,124513.87,0
543,France,Female,60,5,75919.57,1,1,1,174221.82,0
645,France,Female,61,4,167358.73,2,1,0,84035.33,1
579,Germany,Female,62,10,60764.01,2,1,1,177615.62,1
850,France,Male,30,5,139877.79,2,1,1,91745.34,0
624,Germany,Male,46,8,195728.35,2,1,0,123114.17,0
692,France,Female,50,4,106910.01,1,1,0,42285.47,0
576,Spain,Female,48,4,93222.88,2,0,1,104467.78,1
492,Spain,Male,36,7,99505.07,2,1,0,74883.75,0
581,France,Male,54,4,189671.36,2,1,1,79636.04,1
582,Spain,Female,40,0,125944.69,1,1,1,123654.93,0
581,France,Male,41,1,216498.54,2,1,1,177557.57,0
498,France,Female,23,9,119521.07,1,1,1,166930.48,1
663,France,Male,47,4,0.0,1,0,1,76303.04,0
618,Spain,Male,37,1,74657.64,1,1,0,149429.98,1
504,Spain,Male,45,10,108203.58,2,1,1,114048.51,0
660,Spain,Female,43,10,0.0,1,1,1,76176.95,0
722,Spain,Female,42,5,80300.53,1,1,1,182530.98,0
764,Spain,Male,39,6,0.0,1,1,1,40639.27,0
420,France,Male,49,8,117469.07,2,0,0,162978.43,0
581,Spain,Female,38,0,205974.55,4,1,1,50323.73,0
520,Germany,Male,24,3,107850.46,2,1,0,179566.12,1
588,France,Female,46,6,5021.73,3,0,1,147054.25,1
782,Germany,Female,31,6,0.0,3,0,1,98339.13,1
581,France,Male,25,3,118638.97,1,0,0,24690.78,0
605,France,Male,29,0,0.0,1,1,0,44231.69,0
571,France,Female,43,10,189471.69,1,1,0,41342.27,1
804,France,Male,39,6,154924.02,1,1,1,154695.6,0
432,France,Female,18,8,0.0,2,1,1,128182.6,0
597,Spain,Male,36,4,93709.08,2,1,0,51347.45,0
568,Germany,Female,53,5,162154.29,2,0,0,79857.8,1
486,Germany,Male,35,4,58412.0,2,1,1,68772.99,1
755,France,Female,38,4,0.0,2,1,0,133973.25,0
479,France,Female,51,7,90314.22,1,1,1,72773.86,0
606,France,Male,49,10,0.0,1,0,0,156034.53,1
643,Spain,Female,51,8,135848.31,3,1,1,142043.77,1
579,France,Female,18,7,177672.27,2,1,1,56094.86,0
485,Germany,Female,59,0,83856.7,1,0,1,71527.26,1
634,Spain,Male,47,5,186263.61,1,1,0,114397.58,1
578,Germany,Male,67,10,18891.07,2,0,0,182493.44,1
727,Spain,Male,31,4,42766.75,2,1,0,31181.7,0
699,France,Female,21,6,97370.25,2,0,0,78132.12,1
835,Spain,Female,40,3,85720.28,4,1,1,123843.61,0
660,Germany,Male,37,2,70309.06,1,1,1,71663.75,0
706,Spain,Male,47,7,111951.24,3,1,0,65014.95,1
616,Germany,Female,52,3,77513.3,2,0,1,92069.9,0
813,Spain,Female,39,6,86333.32,2,1,1,46596.46,0
651,Spain,Male,37,6,119478.1,3,0,1,124653.22,0
640,France,Male,46,9,70288.08,2,1,1,176880.63,0
701,Spain,Female,37,10,99487.06,1,0,1,183043.79,0
589,Germany,Female,36,6,71431.97,2,1,0,99568.66,0
603,France,Female,51,0,0.0,2,1,0,65754.6,1
701,Spain,Female,54,6,144712.51,1,1,1,82655.34,0
720,France,Male,52,9,193805.31,2,1,1,53387.58,0
707,Germany,Male,38,5,160357.74,2,0,0,123723.86,0
642,France,Male,18,6,122249.24,2,0,0,35596.29,0
676,France,Male,38,8,0.0,1,1,0,70453.31,0
741,Spain,Male,32,4,90080.23,1,0,1,42412.47,0
546,France,Male,39,4,159965.11,1,1,0,49001.53,0
650,France,Male,33,5,0.0,2,1,0,137576.59,0
373,France,Female,40,9,86110.47,1,0,1,198620.56,0
720,France,Male,29,5,143174.03,2,1,0,138329.57,0
576,Spain,Female,26,3,45809.42,2,1,1,56380.46,0
578,Spain,Male,53,6,127016.19,1,0,0,87454.97,1
638,France,Male,29,7,124603.44,1,1,0,129309.53,0
709,Germany,Female,40,10,29374.71,1,1,1,174804.25,0
850,France,Female,50,9,109522.86,2,0,1,145707.85,0
502,Germany,Female,50,8,72892.85,3,1,1,37621.1,1
569,France,Male,49,8,126637.13,1,1,0,124745.53,1
672,France,Male,43,4,139829.01,1,0,0,47463.5,0
581,France,Male,48,3,0.0,2,1,1,81122.12,0
729,Germany,Female,55,6,108774.8,1,1,0,193316.02,1
634,Germany,Male,45,7,0.0,2,1,1,179495.49,1
734,France,Male,20,5,43844.62,1,0,1,58786.92,0
626,Spain,Male,34,2,103400.91,2,1,1,148422.86,0
702,Germany,Female,48,0,63582.87,1,1,0,72608.68,1
559,France,Female,33,0,158640.02,2,1,0,11493.06,1
834,Spain,Female,58,4,140528.38,1,0,0,171522.04,1
489,Spain,Female,39,8,140380.87,1,1,0,166273.7,1
583,France,Female,41,8,0.0,3,1,1,65890.36,0
515,Germany,Female,52,8,87841.17,1,1,1,156697.69,0
726,France,Male,38,7,0.0,1,1,0,15982.59,0
701,Germany,Female,42,0,86612.66,1,1,1,112558.96,0
534,France,Male,50,9,0.0,2,1,0,196500.92,1
745,Germany,Male,24,10,25773.68,2,1,1,159810.89,0
584,France,Male,37,9,0.0,2,1,1,119356.8,0
687,Germany,Male,49,4,32452.71,1,1,1,79506.07,0
709,Spain,Female,41,2,49104.55,1,0,1,149715.12,0
627,France,Female,56,9,99710.57,1,1,0,195327.62,0
736,Spain,Female,23,2,83564.16,1,1,1,46502.96,0
636,Spain,Female,21,8,0.0,1,1,0,19411.35,0
682,Spain,Male,48,10,108143.99,2,1,1,81680.78,0
624,France,Female,50,9,63479.63,2,1,0,108205.93,0
473,Spain,Female,38,5,155524.92,2,1,0,56591.49,1
638,France,Male,44,9,142897.15,2,1,1,127146.53,1
567,France,Female,48,9,31628.86,2,0,1,68114.95,0
782,Spain,Female,31,10,0.0,1,1,1,196564.66,0
520,Germany,Female,32,3,67816.01,2,1,0,60415.93,1
766,Germany,Female,42,6,0.0,1,1,1,162566.16,1
633,France,Female,50,8,202214.76,2,1,1,193280.99,0
689,Spain,Female,27,2,0.0,1,0,0,104913.52,0
519,Germany,Male,38,2,93688.0,2,1,0,47857.99,0
621,France,Female,37,4,109417.46,2,0,1,179172.21,0
587,Spain,Male,45,3,150460.49,1,1,1,86444.69,1
850,France,Male,40,8,68516.57,1,1,0,113383.65,0
585,France,Female,34,10,77395.8,2,1,1,19317.61,0
760,Germany,Male,54,1,139146.92,1,1,0,76139.89,0
761,Spain,Female,34,3,26147.76,1,1,1,115631.47,0
758,France,Male,37,10,156520.14,1,1,0,141667.28,0
594,France,Male,22,6,21530.65,1,0,0,190717.78,0
821,France,Male,32,2,92220.13,2,1,0,120864.34,0
841,Spain,Male,46,6,21860.69,2,1,0,61565.72,0
685,France,Female,44,9,50074.91,2,0,0,115862.05,0
606,Germany,Male,47,4,0.0,2,1,0,23475.08,1
568,Spain,Female,46,5,159311.81,2,0,0,38138.51,1
695,France,Female,63,6,164868.76,2,0,0,76849.66,1
656,Germany,Male,32,9,29652.61,1,1,1,14228.8,0
667,Germany,Female,22,6,50345.08,2,0,0,24311.6,0
522,Spain,Male,28,10,122673.37,1,1,0,11395.16,0
653,France,Male,32,8,142196.51,1,1,0,44540.02,0
759,France,Female,29,4,63425.29,2,1,0,166852.71,0
727,France,Female,41,5,74896.09,2,0,0,76766.64,0
611,Germany,Female,54,7,46169.92,2,1,0,181465.89,1
640,Spain,Male,57,0,0.0,2,1,0,178138.16,0
511,France,Male,46,2,80302.3,1,1,0,174056.69,1
587,France,Female,64,2,0.0,1,1,1,50254.94,1
618,Spain,Female,36,8,109349.52,1,1,1,75054.66,1
710,France,Female,22,9,162492.26,1,1,0,98982.67,0
583,France,Male,52,9,0.0,2,0,1,92002.67,0
552,Germany,Female,20,1,165749.56,2,0,0,25181.04,0
722,France,Male,32,3,38506.52,1,0,0,55388.88,0
610,France,Male,46,3,165617.45,1,1,1,127841.29,0
570,France,Male,39,0,0.0,1,1,0,138542.57,0
727,France,Male,38,2,99563.11,2,1,0,79284.35,0
694,Germany,Female,27,4,189522.74,1,1,0,66429.19,0
630,Germany,Male,40,9,141257.32,1,1,1,121352.55,0
617,Germany,Female,51,1,126904.6,1,1,1,136058.79,1
686,France,Male,40,9,50482.41,1,0,0,145087.0,0
701,Spain,Female,31,9,66790.34,1,1,0,164082.68,1
670,France,Male,26,1,0.0,2,1,0,120936.34,1
661,Spain,Male,31,2,0.0,1,1,0,81986.05,0
592,France,Male,44,5,151292.96,1,1,1,76098.97,0
598,Spain,Female,44,10,108837.28,1,1,1,16524.75,0
634,France,Male,31,8,90349.96,1,0,0,89108.27,1
559,France,Female,18,10,144866.4,2,1,1,175068.31,0
548,France,Female,45,3,118486.36,2,1,0,129255.94,1
641,France,Male,30,9,96162.08,1,1,0,122682.36,0
744,France,Female,48,10,31471.63,2,1,0,52524.57,1
453,Germany,Male,32,6,154603.23,1,0,0,123254.84,1
613,Spain,Male,29,1,127881.37,1,0,1,44278.16,0
676,France,Male,42,2,0.0,1,1,1,74794.38,0
752,Spain,Female,66,1,166321.14,2,0,0,121052.97,1
821,Spain,Female,48,8,117678.25,2,1,0,18622.74,0
626,Spain,Male,41,3,118696.74,1,0,0,69168.54,1
837,Germany,Male,44,7,0.0,2,1,1,26819.55,0
693,Germany,Female,21,2,139772.74,1,0,0,41150.76,1
727,Germany,Male,28,10,120271.07,1,0,1,76907.83,0
549,Germany,Female,18,8,95193.58,1,1,1,141635.93,0
693,Spain,Female,59,4,208150.54,1,1,0,60810.85,1
736,France,Male,57,5,0.0,1,1,1,13815.29,0
585,France,Female,44,0,143790.54,2,1,1,85819.54,0
402,France,Male,41,1,100639.32,1,1,1,51993.6,0
664,Spain,Female,23,10,128645.11,1,1,0,157873.55,0
630,France,Male,38,8,169138.01,1,1,1,166173.67,0
778,Germany,Female,60,9,88797.92,1,1,1,137484.56,1
599,Spain,Female,41,7,136295.49,1,0,1,126468.58,0
583,Spain,Male,34,2,0.0,1,1,0,148818.69,0
539,France,Male,21,1,0.0,1,1,1,81437.98,1
590,Spain,Female,55,7,0.0,1,1,0,133718.04,1
850,Spain,Female,39,3,141981.77,1,0,0,89748.16,0
499,France,Male,21,0,0.0,2,1,0,91667.46,1
523,Spain,Male,30,0,162386.88,3,1,1,159858.98,1
645,France,Male,26,6,61766.18,1,1,0,160304.71,0
838,Germany,Female,39,9,103495.42,2,1,1,86085.26,0
720,Germany,Female,42,3,82680.36,2,0,1,188058.7,1
797,France,Male,34,10,0.0,2,1,0,112892.84,1
613,France,Male,49,4,80056.47,2,1,1,102562.91,1
518,France,Male,41,8,144441.12,2,1,1,105293.99,0
607,France,Male,52,2,135911.93,3,1,1,158079.34,1
638,Germany,Female,36,6,85487.04,1,1,1,193833.01,0
651,France,Female,73,3,200145.31,1,1,1,141110.82,1
630,France,Female,34,8,66247.8,2,0,1,74845.05,0
706,Germany,Male,30,5,0.0,2,1,0,108192.4,0
582,Germany,Male,29,0,149517.16,2,1,1,68368.65,1
562,Germany,Male,38,2,0.0,3,1,1,134198.58,1
536,Spain,Male,21,3,0.0,2,0,0,199851.65,0
669,France,Female,43,5,0.0,2,1,0,174338.16,0
660,Spain,Male,19,2,30796.78,2,0,0,99821.64,1
754,France,Female,42,6,55679.85,2,0,1,75015.06,1
797,Germany,Male,25,10,0.0,2,0,1,96019.67,0
535,Spain,Female,36,7,124909.91,2,1,1,70085.53,0
652,Spain,Male,47,3,36000.46,1,0,0,198410.86,1
630,Germany,Male,65,7,131108.63,3,1,0,48362.65,1
504,Germany,Male,28,10,89149.14,2,1,1,163854.5,0
600,France,Female,38,2,80281.06,2,1,1,88725.78,0
799,Germany,Female,32,2,0.0,1,1,1,133819.3,0
590,Spain,Female,30,0,137422.59,1,1,1,185337.51,0
574,Spain,Female,32,9,0.0,1,0,1,122496.53,0
645,France,Male,49,9,72043.53,1,0,0,127197.71,0
737,France,Male,35,4,103449.91,2,1,1,16841.54,0
621,Germany,Male,65,9,71962.99,2,0,1,34476.95,0
662,France,Male,45,7,113475.35,2,1,0,112698.02,0
433,France,Male,29,10,64528.94,1,0,1,80422.25,0
704,France,Male,36,10,82946.97,3,1,0,125736.23,1
671,Germany,Female,31,10,83211.97,2,1,1,83006.67,0
734,France,Male,49,4,120254.77,2,1,0,43242.67,1
473,France,Male,22,6,105153.66,1,0,1,161383.85,0
621,France,Male,25,1,131327.68,2,1,1,170576.91,0
742,Spain,Female,33,9,99436.18,1,1,0,193926.12,0
597,Germany,Female,48,3,74852.86,1,0,0,48137.61,1
655,France,Female,54,4,114946.71,2,1,1,69178.73,0
611,France,Male,55,6,57306.43,2,1,1,63351.11,0
613,Germany,Male,46,8,134596.21,1,1,1,186721.02,0
761,France,Male,39,8,90155.81,3,0,1,123507.32,1
515,Germany,Female,49,10,115635.01,2,0,0,185262.15,0
645,France,Male,27,7,116441.25,2,1,0,179163.28,0
674,Spain,Male,20,8,188280.37,1,1,0,56603.85,1
739,France,Male,45,6,124842.35,1,1,1,91286.73,1
638,Germany,Male,29,4,108807.39,2,1,0,88588.35,0
742,France,Male,39,10,68996.72,2,1,0,102511.37,1
645,Spain,Female,41,4,146724.03,2,1,1,199562.99,0
661,Spain,Female,43,6,90949.31,1,1,1,43016.98,0
658,Germany,Male,50,3,25675.03,1,1,0,156762.97,0
712,France,Male,49,5,94855.41,1,0,0,53248.52,0
701,France,Female,42,4,0.0,2,1,1,150483.92,0
544,Spain,Female,35,2,62437.7,2,0,0,48515.31,1
671,Germany,Female,41,9,98854.62,1,0,0,110145.87,1
701,France,Female,33,8,101282.89,2,1,0,136877.18,0
789,France,Male,38,7,0.0,2,0,0,92057.0,0
554,France,Male,69,0,169201.38,1,0,1,193570.98,1
701,Spain,Male,42,2,36798.99,1,0,1,144054.49,0
617,Germany,Male,45,2,210757.73,2,1,0,39892.44,0
668,Germany,Male,32,7,103292.56,3,1,0,80706.88,0
548,Germany,Male,51,9,0.0,1,0,1,69657.12,1
649,France,Female,48,4,0.0,1,1,0,66145.33,1
680,France,Female,48,3,0.0,2,1,0,50232.94,0
558,France,Female,42,6,50057.96,1,1,1,45286.53,0
788,Spain,Male,51,10,77737.65,2,1,1,175330.49,0
503,France,Male,54,4,156673.43,2,0,1,197973.51,0
701,France,Female,43,3,33015.3,1,0,1,40405.57,0
419,France,Female,39,5,60501.65,2,1,0,160338.84,1
626,France,Female,50,10,113572.24,2,1,1,53234.12,0
696,Germany,Female,30,8,129588.54,2,0,0,109117.26,0
718,France,Male,32,5,128021.49,1,1,1,47455.95,0
640,France,Female,39,8,0.0,2,0,0,61510.96,1
627,Spain,Male,21,0,21904.45,2,1,1,88031.87,0
704,France,Male,49,8,133031.1,1,1,0,143958.42,1
740,France,Female,29,1,179522.44,1,1,1,100066.04,0
781,France,Male,35,4,87044.32,3,1,0,163910.36,1
527,Spain,Male,38,3,45476.3,1,1,1,28352.56,0
631,France,Male,40,7,82646.22,1,1,0,118651.4,1
442,Spain,Male,36,2,125491.25,1,0,1,30274.15,1
520,Spain,Male,39,2,92876.56,2,0,1,32382.41,0
583,Germany,Male,39,9,178174.07,2,0,0,68691.68,0
732,France,Male,35,5,153098.48,1,1,1,29945.59,0
604,Germany,Female,31,8,114585.58,1,1,0,157337.15,0
623,France,Male,52,6,3375.21,2,1,0,106404.46,0
679,France,Female,18,6,69002.29,2,1,1,132465.6,0
586,Germany,Male,38,7,76502.84,1,1,0,20689.9,0
461,France,Female,35,7,66175.97,1,0,1,52713.16,0
579,France,Male,45,10,114922.71,2,1,0,109425.4,0
639,France,Male,24,8,0.0,1,1,1,25582.07,0
695,France,Male,35,3,17948.11,1,1,0,40511.16,1
630,France,Female,39,1,146839.1,3,1,0,14157.49,1
693,Germany,Female,52,9,105838.43,2,0,1,183182.82,1
738,Spain,Female,44,4,123597.35,1,1,0,91935.4,0
756,France,Female,27,3,143730.97,2,1,1,18553.88,0
666,Germany,Female,35,1,65117.57,2,1,0,97493.45,0
542,France,Male,50,6,170463.1,3,0,1,178633.95,0
532,France,Male,27,5,97626.74,3,1,1,46090.33,1
541,France,Female,39,9,183652.46,2,0,1,55194.36,0
548,France,Female,40,8,0.0,1,1,0,196624.32,1
659,France,Male,36,7,179788.82,1,0,0,172242.83,0
829,France,Female,70,5,57992.83,2,0,0,114220.24,1
670,France,Female,35,9,237536.63,1,1,0,45342.39,0
642,Germany,Male,45,10,55504.64,2,1,0,51709.72,1
741,France,Female,32,8,159942.51,1,1,0,173677.06,0
571,France,Female,46,3,86155.5,2,0,0,138351.64,0
749,France,Male,50,3,0.0,3,0,1,76679.37,0
742,Germany,Female,34,0,102892.7,1,1,0,14933.89,1
656,France,Female,39,10,48256.02,2,1,1,35844.09,0
849,Germany,Female,30,8,0.0,2,0,0,148553.57,0
756,France,Female,27,10,0.0,2,0,1,133262.19,0
654,France,Female,51,8,0.0,3,1,1,78168.59,0
636,Spain,Female,34,4,0.0,2,0,0,122472.14,1
609,France,Female,18,1,120735.65,1,1,1,153472.45,0
638,France,Male,59,0,0.0,1,1,0,132327.07,1
640,France,Male,31,8,0.0,2,0,0,55507.02,0
620,Spain,Male,37,3,68165.56,1,0,0,190785.83,1
630,Germany,Male,58,4,103968.22,2,1,0,14489.4,1
537,Germany,Female,38,9,167534.9,2,1,1,115692.37,1
596,Spain,Female,38,5,110197.93,1,1,1,52428.87,0
498,France,Male,26,10,0.0,1,1,0,144428.91,1
689,Spain,Male,22,6,163823.4,1,0,1,116743.03,0
658,France,Female,38,9,93103.19,1,1,1,47183.61,0
638,Germany,Male,44,1,23332.76,2,1,1,106118.72,1
734,France,Female,43,4,93213.12,1,0,0,108750.48,0
568,France,Male,35,2,132377.08,2,1,0,89857.3,0
582,Spain,Male,40,0,108114.46,3,1,1,18012.73,1
509,France,Male,20,10,137990.09,2,1,1,49287.68,0
747,Spain,Male,45,5,0.0,2,1,0,194075.13,1
708,France,Female,42,3,0.0,3,1,1,45813.15,0
776,Germany,Male,62,4,90682.92,1,1,1,97164.99,0
800,Spain,Male,40,2,132033.94,1,0,1,65867.67,0
610,France,Male,30,1,221245.18,1,0,0,153801.04,1
582,Spain,Male,39,10,0.0,1,1,1,119836.79,0
479,Germany,Female,36,1,0.0,1,1,1,145927.57,0
546,Germany,Female,45,4,200264.17,2,1,0,131025.59,0
619,France,Female,40,1,43921.32,1,1,1,105702.83,0
454,Germany,Female,26,10,157057.2,1,1,0,192518.32,1
548,Germany,Male,22,2,164005.3,1,1,0,143604.82,1
642,France,Male,43,4,28204.0,1,1,0,140876.89,0
735,France,Female,55,8,142042.81,2,0,1,141191.26,0
582,France,Female,41,6,90891.57,1,1,1,98690.61,0
662,Spain,Female,49,4,0.0,1,1,0,132110.43,0
827,France,Male,51,6,88102.35,1,0,1,124855.7,0
478,Germany,Female,43,4,173259.83,2,0,0,178775.26,0
753,Spain,Female,31,3,99169.71,1,1,1,195981.63,0
686,France,Male,42,6,80907.7,2,0,0,101777.42,1
770,France,Male,53,4,0.0,2,0,1,124156.65,0
742,Germany,Female,46,10,87268.52,2,1,1,65150.21,0
587,France,Male,48,5,48864.15,1,1,1,170632.33,0
650,Germany,Female,35,8,80449.03,2,0,1,145028.9,0
511,Germany,Female,38,2,111118.82,1,1,1,185557.24,1
600,Germany,Male,39,7,126027.83,2,0,1,124951.24,0
653,France,Male,39,6,167610.03,2,0,0,144643.65,1
679,Germany,Female,53,8,117530.9,1,1,1,28077.75,0
725,Germany,Male,18,5,0.0,1,1,1,125278.46,0
800,France,Female,40,7,52425.92,2,0,0,81589.28,0
609,Germany,Male,39,0,120313.32,2,1,1,106537.49,0
759,Spain,Male,25,7,98896.72,1,1,0,72048.77,0
675,Germany,Female,47,8,100615.5,2,0,1,64577.14,0
526,France,Female,32,5,0.0,1,1,0,165936.62,0
636,France,Female,36,0,132008.23,2,1,0,115948.1,0
661,France,Female,60,6,119026.23,2,1,1,58110.2,0
571,France,Female,51,8,96133.06,1,0,1,155675.67,1
551,France,Female,46,5,63328.15,1,0,1,24212.44,0
548,Spain,Female,44,1,0.0,1,1,0,65698.66,0
598,France,Male,38,4,0.0,2,1,1,73897.95,0
568,Spain,Male,62,10,82973.52,1,1,0,43741.49,1
767,France,Female,49,2,35005.77,1,1,0,170111.14,1
417,France,Female,32,5,165297.88,2,1,1,138040.73,0
661,France,Female,25,3,55996.32,1,1,0,137357.79,0
700,France,Female,46,7,106832.85,1,1,0,122614.4,1
559,Spain,Female,39,4,130540.48,2,0,1,81875.55,1
628,Spain,Female,24,4,0.0,2,0,1,135212.3,1
618,Spain,Male,45,6,0.0,2,0,1,149893.99,0
643,France,Male,37,6,0.0,1,1,1,112311.41,0
713,Spain,Male,46,5,0.0,2,1,1,99437.4,1
704,France,Female,45,2,145899.68,2,1,1,52469.64,0
593,Spain,Female,33,1,0.0,1,1,0,25959.57,0
507,Germany,Male,47,7,215616.7,3,1,1,17847.4,1
666,France,Male,35,3,36055.72,1,0,0,145706.52,0
588,France,Male,35,6,0.0,1,0,1,76242.97,1
600,France,Male,34,4,145657.63,2,1,1,144597.57,0
671,France,Male,52,9,128547.76,1,1,1,106502.18,0
609,Spain,Male,37,7,109177.43,3,1,1,94908.42,1
679,Spain,Female,55,4,75390.88,1,1,1,129496.13,1
850,Spain,Female,60,3,0.0,1,1,1,44819.38,0
715,France,Male,32,8,102955.06,1,0,0,196136.36,0
778,Germany,Male,18,0,23577.52,1,0,1,72743.01,0
699,France,Female,51,0,169079.6,3,1,1,156145.19,1
657,Germany,Female,36,0,116402.82,3,0,1,57094.85,0
700,France,Female,30,3,162980.35,2,0,1,98906.88,0
695,France,Female,34,5,134772.53,1,1,1,104868.81,0
732,Germany,Male,35,3,229364.38,1,1,1,68265.11,0
656,France,Female,54,2,88881.55,1,1,0,76238.29,0
526,France,Female,42,3,105836.85,1,1,0,92704.68,0
511,Germany,Female,54,5,142431.19,1,1,0,168876.67,1
694,France,Female,45,3,89202.8,1,0,0,105009.59,0
543,Spain,Male,37,6,146737.16,1,1,1,26829.29,0
715,Germany,Male,36,4,0.0,2,1,1,51168.6,0
777,Spain,Female,46,10,101215.27,1,0,0,197344.46,0
629,Germany,Male,49,10,99644.39,1,1,1,27075.72,1
765,Germany,Male,51,7,97760.81,1,1,1,133068.46,0
675,Germany,Male,37,6,59399.8,2,0,0,50119.88,0
652,Spain,Female,42,0,152118.39,2,1,0,92066.79,1
657,Germany,Male,46,6,0.0,1,0,1,77833.75,0
571,France,Male,36,4,115414.27,2,1,1,195663.72,0
559,France,Female,28,3,103067.49,2,1,1,114741.74,0
